page,confidence,fchunk,url
29,0.9568090865781896,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
30,0.9510043414025012,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
31,0.9571137260306966,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
32,0.8789381633706504,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
33,0.901886290921692,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
34,0.9393951819961656,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
35,0.9422363212176592,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
36,0.9460174237116636,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
37,0.9525464527490662,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
38,0.9328156072167274,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
39,0.9445949927422802,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
40,0.9192338280363178,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
41,0.9488299075844928,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
42,0.9269496737625216,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
43,0.9513137772720044,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
44,0.9183473519764812,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
45,0.940434218151154,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
46,0.9525186188536288,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
47,0.94421583492664,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
48,0.9316099230509304,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
49,0.9390522825611012,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
50,0.9395967219978468,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
51,0.9540749686839914,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
52,0.9485182226887678,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
53,0.944300070617054,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
54,0.954325856167063,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
55,0.9422921930084524,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
56,0.92774982259659,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
57,0.9312834902099832,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
58,0.943636110189714,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
59,0.9391478236516316,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
60,0.9299068066166408,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
61,0.9403481330802316,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
62,0.9392643864407684,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
63,0.9403751009191188,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
64,0.9298841073256148,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
65,0.9451659919785672,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
66,0.9630568673275643,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
67,0.9324712438043208,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
68,0.9222091619526186,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
69,0.9514797517750928,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
70,0.9430238908313424,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
71,0.9331396268976144,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
72,0.9063574887463212,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
73,0.9561541713180194,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
74,0.9464743580592214,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
75,0.953538173610145,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
76,0.9654162556665844,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
77,0.9239858662323008,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
78,0.919902542892396,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
79,0.8209654752220681,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
80,0.9471483989024726,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
81,0.9382911253612018,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
82,0.9508071991173844,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
83,0.9158752541493548,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
84,0.9395474013899464,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
85,0.9222420867922658,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
86,0.9432955163658834,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
87,0.9473692672647488,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
88,0.9545312455619674,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
89,0.929649971725402,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
90,0.9453983316631436,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
91,0.9397639386956254,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
92,0.9517624275250868,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
93,0.9479012728628256,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
94,0.9457230425559648,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
95,0.9364847321203228,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
96,0.9363986129020084,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
97,0.9464918425660924,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
98,0.9499921238554638,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
99,0.9589026734023028,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
0,0.9313707401119702,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
1,0.9416428890152044,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
2,0.9279734617184758,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
3,0.938628709141588,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
4,0.9477510234863976,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
5,0.9438961830795802,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
6,0.916985653779086,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
7,0.9169863624417264,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
8,0.9581595553307358,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
9,0.9640239604506042,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
10,0.9594507265174016,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
11,0.931751956542333,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
12,0.920444761882746,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
13,0.921736333443194,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
14,0.950088573065964,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
15,0.942212363185182,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
16,0.943974042315673,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
17,0.9528846458924192,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
18,0.9664037060205316,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
19,0.8056653730263394,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
20,0.9533762433013674,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
21,0.9464464494105308,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
22,0.943066481457265,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
23,0.9486588939584418,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
24,0.9425234149802816,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
25,0.9597218415829454,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
26,0.9354296555972168,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
27,0.9453901494232316,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
28,0.9381912134570478,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
29,0.9516535826035794,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
30,0.9424159200916512,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
31,0.9491651588129102,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
32,0.9501590009269382,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
33,0.9601491977227852,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
34,0.9218578568714506,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
35,0.9355826218203472,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
36,0.9387202546315092,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
37,0.9296513344971286,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
38,0.9353735048011694,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
39,0.9349398917866192,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
40,0.944127341326525,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
41,0.93236024745486,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
42,0.9284774993014124,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
43,0.9390206895437014,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
44,0.9286398043528358,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
45,0.9371012260918444,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
46,0.9377978864372992,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
47,0.9444376570453128,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
48,0.9487889465873192,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
49,0.9420807441035424,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
50,0.934378424173093,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
51,0.96349200110804,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
52,0.9460260077570024,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
53,0.9588803952501082,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
54,0.9445335496332228,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
55,0.9371570630410408,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
56,0.953926675238161,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
57,0.9519362623768212,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
58,0.9022050903311798,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
59,0.9361717913240668,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
60,0.9333216926897326,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
61,0.950429372033996,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
62,0.930941008758254,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
63,0.9393779674343242,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
64,0.9299001054790188,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
65,0.920528119039325,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
66,0.9690060366490844,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
67,0.9620105593401904,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
68,0.9507750620928196,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
69,0.9393168103055624,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
70,0.9472278412849774,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
71,0.9363242940459242,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
72,0.9310029161354852,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
73,0.9436141046984442,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
74,0.9263045436161458,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
75,0.9456885094728852,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
76,0.9336088076890882,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
77,0.94476899801513,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
78,0.9411116163147256,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
79,0.9496178453501988,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
80,0.925856034630115,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
81,0.9530719017982484,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
82,0.9245524008501608,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
83,0.948003260511905,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
84,0.9411753907967688,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
85,0.8926514372124268,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
86,0.9473527361064068,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
87,0.9545246507699248,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
88,0.955021331562401,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
89,0.9528384472058268,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
90,0.95780730709454,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
91,0.9273330984864292,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
92,0.9487567296988672,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
93,0.917719957516583,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
94,0.9583282559293002,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
95,0.9490164737756664,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
96,0.938853274507909,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
97,0.9507756658676096,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
98,0.9352870556543458,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
99,0.9510698043977132,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
100,0.9453739978239208,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
101,0.9380347766116962,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
102,0.943639119188383,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
103,0.9490873130018136,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
104,0.9347111902358975,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
105,0.938519242019486,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
106,0.9270378612681454,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
107,0.9406806758199514,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
108,0.9499353271426884,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
109,0.9606793759534744,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
110,0.9322459584226525,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
111,0.9477775345430646,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
112,0.958017229679612,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
113,0.952616353688845,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
114,0.9330437713861466,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
115,0.9398380401935286,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
116,0.9523590700803224,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
117,0.952643214741844,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
118,0.9358159344828588,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
119,0.9492800832865224,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
120,0.9398716419233996,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
121,0.9559101366743386,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
122,0.9376269728673636,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
123,0.9455073985038036,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
124,0.9241109041365336,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
125,0.9582978783828158,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
126,0.9553224308410816,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
127,0.9281558201205063,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
128,0.9323334104906428,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
129,0.930263776070716,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
130,0.94696498607819,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
131,0.9564975582242732,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
132,0.9460768006353756,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
133,0.9560578642641484,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
134,0.9346543930028868,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
135,0.9363878644000124,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
136,0.9109194308519364,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
137,0.9364959275051628,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
138,0.9364434749436524,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
139,0.9384507880010976,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
140,0.931992115577062,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
141,0.9392377328305016,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
142,0.9292650755506736,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
143,0.9333271031882489,1940-05,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-05.pdf
0,0.9313050578037898,1940-06,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-06.pdf
1,0.9346412433386626,1940-06,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-06.pdf
2,0.9554493951075004,1940-06,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-06.pdf
3,0.9425351934742044,1940-06,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-06.pdf
4,0.9379938700835496,1940-06,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-06.pdf
5,0.966261141069706,1940-06,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-06.pdf
6,0.959960771377549,1940-06,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-06.pdf
7,0.9474871756897232,1940-06,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-06.pdf
8,0.9423026357166816,1940-06,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-06.pdf
9,0.960744774061789,1940-06,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-06.pdf
10,0.9547732103964218,1940-06,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-06.pdf
11,0.9617304807229036,1940-06,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-06.pdf
12,0.94600004617865,1940-06,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-06.pdf
13,0.9371663589231872,1940-06,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-06.pdf
14,0.9400351068883572,1940-06,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-06.pdf
15,0.9489845788686624,1940-06,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-06.pdf
16,0.9422082099506626,1940-06,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-06.pdf
17,0.9461906323623326,1940-06,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-06.pdf
18,0.950753044512972,1940-06,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-06.pdf
19,0.958264580737519,1940-06,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-06.pdf
20,0.9541514735806088,1940-06,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-06.pdf
21,0.9500796607599548,1940-06,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-06.pdf
22,0.9529648335199872,1940-06,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-06.pdf
23,0.9545545602414388,1940-06,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-06.pdf
24,0.947566343043073,1940-06,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-06.pdf
25,0.9395793816622566,1940-06,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-06.pdf
26,0.9463331716946108,1940-06,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-06.pdf
27,0.9221888112384568,1940-06,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-06.pdf
28,0.9423912283091757,1940-06,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-06.pdf
29,0.9302082216528834,1940-06,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-06.pdf
30,0.9240758947707248,1940-06,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-06.pdf
31,0.9312018515241198,1940-06,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-06.pdf
32,0.9319861103116216,1940-06,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-06.pdf
33,0.9509676884267932,1940-06,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-06.pdf
34,0.9299161179116898,1940-06,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-06.pdf
35,0.9418389576899856,1940-06,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-06.pdf
36,0.9470483885121752,1940-06,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-06.pdf
37,0.948819079639027,1940-06,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-06.pdf
38,0.9622228415868764,1940-06,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-06.pdf
39,0.954997349888156,1940-06,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-06.pdf
40,0.9366169048269656,1940-06,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-06.pdf
41,0.9465669492545458,1940-06,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-06.pdf
42,0.948844757011856,1940-06,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-06.pdf
43,0.9544502608612556,1940-06,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-06.pdf
